"Sample","K_bio1","K_bio2","K_bio3","K_bio4","K_bio5","K_bio6","K_bio7","K_bio8","K_bio9","K_bio10","K_bio11","K_bio12","K_bio13","K_bio14","K_bio15","K_bio16","K_bio17","K_bio18","K_bio19","P_bio1","P_bio2","P_bio3","P_bio4","P_bio5","P_bio6","P_bio7","P_bio8","P_bio9","P_bio10","P_bio11","P_bio12","P_bio13","P_bio14","P_bio15","P_bio16","P_bio17","P_bio18","P_bio19"
"472",1.00624317401398,0.776660812129899,0.422729134279744,0.590636584620684,0.902483529597188,0.864769942151251,0.733840691386342,1.00852867612724,0.854331976879361,0.99958429169238,0.885943821872701,1.20299269593376,1.20527117048218,0.947358615950657,0.596113011345958,1.19719762969968,0.970056555113357,1.19935467735653,0.978295519864521,0.001,0.001,0.018,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"473",1.01053652127996,0.801025285421284,0.412082946462163,0.61061450036791,0.926909191122804,0.887113618268719,0.767194179967542,1.02247543696342,0.863503993596178,1.01144699842457,0.893860456392916,1.1269032221991,1.10147913775167,0.916014220155403,0.556624177056605,1.09657118948454,0.934004638960432,1.10365211892982,0.936984123090098,0.001,0.001,0.051,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001
"474",1.00398096751649,0.716756918284264,0.379929033642518,0.528752856777939,0.929818393205948,0.802842786373865,0.660469652537964,1.03669633642628,0.818231271524933,1.02385849863958,0.846765097502914,1.0372376677776,1.02154604281366,0.849908084561008,0.506695189135996,1.00864122435847,0.866945641712111,1.02782728048513,0.865951651331019,0.001,0.001,0.06,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.006,0.001,0.001,0.001,0.001
"475",0.985678275888039,0.674053888873962,0.364562376030127,0.562142422106036,0.906767815794513,0.833962943838247,0.693723291836992,1.00455933476506,0.825473168892365,0.997000396977303,0.855050048329643,1.01326212688635,1.0158910091158,0.833387605964811,0.525520569549709,1.00212746213964,0.847363929382142,1.02164762900102,0.852089714876572,0.001,0.001,0.021,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"476",0.937666037457732,0.702238984522138,0.397034348692895,0.565590981868033,0.845683820663595,0.819598091279609,0.691439633425294,0.908532641465646,0.821213635145181,0.901090542003487,0.847674510497568,1.01954321053704,0.95965949196171,0.866832175908002,0.477531699644635,0.953528750202137,0.883227799420455,0.991697235707146,0.87477645250033,0.001,0.001,0.023,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.008,0.001,0.001,0.001,0.001
"477",1.13190246811877,0.840605335674046,0.469654073952382,0.630768725815136,0.987179747930013,0.984478581502007,0.792612742476918,1.09547342444114,0.982473389280281,1.08651128389593,1.01307283908883,1.1814751890273,1.14246899751019,0.988040037515644,0.577007324144987,1.137909300448,1.00183405316995,1.16587236918748,1.00040186349172,0.001,0.001,0.015,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"478",1.05826518209551,0.780059048681967,0.460378950393655,0.603931764916891,0.917923350220771,0.913302522417946,0.738121380951229,1.03468647412252,0.915625946801223,1.02862967078471,0.945277633027725,1.2583097911024,1.19239246602456,1.0232985283853,0.58756646455348,1.19979541884721,1.04614035361249,1.16665753484106,1.06223664652844,0.001,0.001,0.031,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.004,0.001,0.001,0.001,0.001
"479",0.928307166136713,0.705659193092533,0.367833639934267,0.539901009628421,0.846558152031406,0.805209948389565,0.676208572605832,0.924847051443727,0.798404205049541,0.914939111079593,0.826631893584806,0.99976063812133,0.935015815281908,0.849923751469659,0.461118439470637,0.928766195797085,0.8662642599254,0.976722825383717,0.852181134723581,0.001,0.001,0.014,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001
"480",0.865758265493634,0.668652008390414,0.356927653572659,0.542261706638136,0.779437672813733,0.77122416491837,0.661996656821155,0.845868837864599,0.765096090608657,0.841494541928428,0.790111010940926,0.981560454451606,0.926232143213344,0.829785120018054,0.472693872728399,0.921340606033699,0.8479505858184,0.939399912734638,0.840261868409897,0.001,0.001,0.045,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.004,0.001,0.001,0.001,0.001
"481",1.01779173940429,0.700409752775766,0.406582578482544,0.564006367260207,0.88682513928291,0.857472567859749,0.682600643908309,0.988373299692107,0.867290676624171,0.978451790082592,0.899068378429453,1.20979122595791,1.13311168564446,0.982960902427483,0.530747844104867,1.13481091503219,1.00815169669316,1.14140054169281,1.00556193695434,0.001,0.001,0.02,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"482",0.879537751481599,0.718037713500604,0.343277711082109,0.544098737768563,0.829610393055145,0.766031912057135,0.701211152308964,0.904383628766594,0.74132880748464,0.895918680515649,0.773228134001278,1.06611775660784,1.00262474400403,0.864694722910376,0.475285159627891,0.999764445360261,0.886133429459452,1.03843352429972,0.871601029418347,0.001,0.001,0.122,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.008,0.001,0.001,0.001,0.001
"483",1.01591275875489,0.795105382939226,0.418053757766955,0.617031533119266,0.923004969888141,0.88763630512707,0.761143974903803,1.00965850452512,0.877381036048224,0.994614419441702,0.90940477097296,1.0874362550322,1.02990885328659,0.930807899234353,0.507223104909371,1.01285113502602,0.950269732304915,1.10257342279922,0.912994035521192,0.001,0.001,0.043,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.016,0.001,0.001,0.001,0.001
"484",0.963633194137179,0.790683870125015,0.443305453625632,0.609282108874592,0.884760866961165,0.863947259878244,0.761361998507329,0.961807303797645,0.84644569585132,0.953351796442918,0.873031657997297,1.05315325463934,1.05422763079923,0.888118371149695,0.583449533269314,1.04366999014287,0.901704957979208,1.06133944107032,0.902140573626151,0.001,0.001,0.024,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.001,0.001,0.001,0.001
"485",0.992799963133755,0.694677775240843,0.413650869537272,0.552477206694795,0.893399852364567,0.831195748294126,0.66709927107989,0.976127068120039,0.845955294388767,0.97214817061663,0.871678883184282,1.11119791923248,1.1066966505284,0.906847321520147,0.566787842258685,1.09777671600211,0.921736298060365,1.09943134284457,0.933138778270327,0.001,0.001,0.021,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"486",0.912025515777542,0.666236720397532,0.393388050610111,0.515510086747592,0.814708099684642,0.792040599691868,0.649180941113986,0.885454844315572,0.793866795671044,0.878718747068184,0.816108399094448,0.886852347073527,0.88633262231614,0.763324550489194,0.487396414288978,0.875809686856274,0.769033116891508,0.897475961155653,0.771920390388966,0.001,0.001,0.004,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"487",0.916059699784362,0.745365719911337,0.337187595440561,0.535301883812265,0.879538509176687,0.778429114315162,0.710798617514398,0.965269903073749,0.752490821799417,0.95229165591163,0.785611353787107,1.08778827141504,1.06113344696896,0.842607772411449,0.484662537365521,1.05293963290895,0.866431376733658,1.08833220719616,0.854847053690273,0.001,0.001,0.0740000000000001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.001,0.001,0.001,0.001
"488",1.03499851430325,0.832137236194797,0.498417908997391,0.69622025723757,0.934454853223672,0.941740838705027,0.835918526880119,1.02233941490474,0.920683866899578,1.01818594991179,0.950175030640138,1.10401425486965,1.15046843121141,0.938379697362244,0.680980621129345,1.12829930862662,0.949659033902474,1.14055400988903,0.959786293891022,0.001,0.001,0.024,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"489",0.812921595788751,0.603444806878079,0.348338611828195,0.464734233407532,0.743258623147819,0.698072626076443,0.576461873995798,0.808907713466863,0.68978445877412,0.805635413839883,0.714603235212723,0.831519904894398,0.829319898966635,0.715508604956065,0.447384574111519,0.811177942796183,0.724719719173156,0.844455758277539,0.722126510763405,0.001,0.001,0.021,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.006,0.001,0.001,0.001,0.001
"490",0.941061999132742,0.681146687814859,0.371893375289071,0.50580918792319,0.844007950027038,0.795721244190774,0.645236126785674,0.939111596845411,0.790357342771065,0.931934377143589,0.817232022606382,0.950030858483257,0.92966780179133,0.785016788935029,0.467283623046299,0.920183106025991,0.797938489247435,0.943224297044426,0.794100602575261,0.001,0.001,0.015,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.005,0.001,0.001,0.001,0.001
"491",1.05758146675688,0.801286306986153,0.420380258857896,0.639270448411132,0.972695258047805,0.93716551309776,0.801571253358184,1.05771030578155,0.913289587938544,1.04751111156197,0.945173506227545,1.20022846527626,1.16616811746874,0.971273246956681,0.584957914457688,1.16196496517112,0.991851846571787,1.18650789446907,0.98394898754561,0.001,0.001,0.03,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"492",0.954040914075407,0.707816887370998,0.373353883287286,0.571482493702908,0.829326126604171,0.853878916098342,0.708763488513943,0.929397657720426,0.834425939833656,0.926648576734329,0.864535979523417,1.15281224490411,1.10874457284689,0.912108647676472,0.52665589332749,1.11283353986725,0.933488487869873,1.08695976750388,0.94582352513533,0.001,0.001,0.032,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001
"493",0.800140871300798,0.632992198193216,0.332837250589663,0.485215651233828,0.799163332411512,0.68319074039051,0.622792033074162,0.856766170750196,0.659936091712727,0.849457604931855,0.683736061454879,0.844990774406555,0.860580165929882,0.683007149287344,0.454188105727203,0.846467010426651,0.697006759041385,0.866307767462007,0.701241565498323,0.001,0.001,0.04,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.004,0.001,0.001,0.001,0.001
"494",1.07601207245019,0.872154532700805,0.453298737461519,0.602232245848758,0.997491367211089,0.906486073543408,0.785683959960212,1.08545340184916,0.908058218738736,1.07236249494485,0.937122702591753,1.18978890355734,1.12517285479296,0.980818673638196,0.537750225798787,1.12585656684358,0.994461263493904,1.16050615898418,0.983695007410324,0.001,0.001,0.047,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.016,0.001,0.001,0.001,0.001
"495",1.07350137949704,0.727626561259618,0.419419927394659,0.637523852769639,0.873833854095745,0.972203484914321,0.755574019679197,0.992204262442062,0.958880484367398,0.988726857631383,0.995564656187544,1.37503973524408,1.26739648567155,1.14046595045729,0.57155001448583,1.2748540444341,1.16381384009006,1.26384078986966,1.16217549246523,0.001,0.001,0.027,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.001,0.001,0.001,0.001
"496",0.974934603883437,0.745532227910882,0.424397078272365,0.583188793968137,0.846771729872369,0.862522871989277,0.71418973383083,0.935386220111281,0.853000913931602,0.92929610800269,0.885009727747467,1.07111160232666,1.03747207304703,0.91371717025905,0.532368071098661,1.02485604478642,0.928520808802941,1.04409473473028,0.925610472539593,0.001,0.001,0.006,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"497",0.992152757737512,0.825861727526934,0.39617808221572,0.626960034691768,0.913822954498797,0.88305255769167,0.80067471569548,0.998695165815356,0.850065146779397,0.99254807674743,0.887224326993039,1.18910946311967,1.15443766660066,0.960122515354986,0.560265657386156,1.15049840084939,0.979551606466814,1.1372782590038,0.991469246153831,0.001,0.001,0.042,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001
"498",0.947972723952747,0.666768814428458,0.396634592274192,0.536870427072422,0.860962135015279,0.794933941041709,0.65940281450302,0.971612208631664,0.788954813933197,0.958579594283226,0.817315890064544,0.966516096539705,0.962496156467886,0.803543962484624,0.504319729234847,0.948579573881848,0.816720296243426,0.975511778996,0.822997915250758,0.001,0.001,0.028,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"499",0.970118797602565,0.759799918067337,0.420361104445373,0.600538781537471,0.905113441787936,0.839834032254115,0.733375225485685,0.9822307210313,0.831297841580271,0.972660037535087,0.862567996534262,1.10155061688132,1.09124071236021,0.925676374024222,0.576520226953272,1.07635373743586,0.940230708536147,1.09621224396409,0.932813335846174,0.001,0.001,0.019,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001
"500",0.985955034183824,0.691709610432834,0.401516145498812,0.562412126437664,0.893282244362853,0.834276870818263,0.675164810970329,0.968874321585817,0.84686549073142,0.966297161204234,0.874504588757806,1.0312234989269,1.00516087261742,0.863619322139389,0.53828466014221,0.997358408168548,0.877694169676214,0.98812051043962,0.897477192229282,0.001,0.001,0.034,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.005,0.001,0.001,0.001,0.001
"501",0.945679345330976,0.638364953093971,0.369771129370108,0.511669024196998,0.844837531497376,0.803267426133968,0.635020107160879,0.936225538817724,0.798267312654079,0.924942105887102,0.825743336304005,1.00415240095967,0.967308072020385,0.822325549290294,0.46325601188179,0.955900259460571,0.840812686669775,0.993151169667485,0.830596287153699,0.001,0.002,0.03,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.009,0.001,0.001,0.001,0.001
"502",0.994000242375128,0.80282962349843,0.423747696385625,0.611409423510602,0.931321716117258,0.865890029636096,0.766482688434744,1.01820986721218,0.854687681543763,1.00150343413307,0.884649398113636,1.12784365121641,1.05506073092907,0.955516391110961,0.514840123029837,1.04419318866272,0.975568732274825,1.12704424491799,0.931950378309145,0.001,0.001,0.029,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.009,0.001,0.001,0.001,0.001
"503",0.896548243631433,0.755353692701902,0.404428609576461,0.54639692713383,0.88311515835329,0.761777049258307,0.701161736947781,0.945514233445992,0.746203233418349,0.934985444890441,0.772693482889683,0.895075197546075,0.882831998464928,0.763524310385842,0.47282405861208,0.873002106440649,0.770805991018255,0.885399011765933,0.779768835200991,0.001,0.001,0.022,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.008,0.001,0.001,0.001,0.001
"504",0.962980321270622,0.778977157384337,0.420660401040777,0.578490824799304,0.917553588655404,0.830602845086669,0.728279015686486,0.975314082404082,0.827690141424789,0.965761911756198,0.853877373036908,1.06909155069777,1.04894936091839,0.888272305666278,0.55314335124429,1.03970872923219,0.905851582413301,1.05424582808953,0.905152540434133,0.001,0.001,0.026,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"505",0.984352348992638,0.709507560417746,0.369481192636648,0.587904779629956,0.834981462745995,0.870454934321306,0.707054636962055,0.92491203512413,0.865248796544892,0.919018695043555,0.901405326381236,1.28572495904611,1.18687708741453,1.06043525866498,0.518643441324241,1.1735093561461,1.09348078851104,1.28351670062775,1.03521489421447,0.001,0.001,0.113,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.006,0.001,0.001,0.001,0.001
"506",1.00938934215697,0.763917730228988,0.389005428698168,0.562071830371942,0.938624883662771,0.850045861640156,0.722388397834385,1.02539423489447,0.845623233384356,1.017906601295,0.875156602287827,1.11325755635502,1.09658279245082,0.894560534340695,0.536936167854593,1.08779112432684,0.912551133930476,1.11052477015258,0.910795894507345,0.001,0.001,0.0770000000000001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"507",0.991199514081701,0.75069471315123,0.415213100503254,0.591751870639141,0.896876162004634,0.870929092135651,0.725163810674717,0.98496351771374,0.861550683761695,0.974110597971868,0.890742634434362,0.956545402104249,0.924223694712762,0.869426354336968,0.511026282362731,0.9024610753795,0.878275960263445,0.968286206006432,0.85571333320454,0.001,0.001,0.024,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.006,0.001,0.001,0.001,0.001
"508",0.974253406446673,0.784343419630768,0.414427840098264,0.642376428108205,0.834718595275654,0.897205607548758,0.796485587841401,0.922340574675233,0.869351097858814,0.920488154288364,0.907672477898939,1.30316200460959,1.21737531045171,1.05374446215474,0.5595433281391,1.22384855259198,1.0788993964911,1.2278374443344,1.07478468566434,0.001,0.001,0.02,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"509",0.9067282726755,0.657473431516501,0.385501482384067,0.529259184595714,0.827414681982506,0.78053588445044,0.647398515919878,0.903794516743,0.783168278666894,0.900235822116307,0.80529902306497,0.901995272959402,0.896548528762405,0.776947121268423,0.500029757718548,0.883802704910757,0.788282334533925,0.893730496490678,0.79671931401203,0.001,0.001,0.007,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"510",0.98642413559752,0.808400009299571,0.4567719011152,0.608876916562747,0.916813965711821,0.85710449441819,0.750523797163037,0.986846817957452,0.853300100482958,0.978330140912203,0.881792862064459,1.14855424376634,1.15141077100963,0.93358739305266,0.606227252020412,1.14167774681742,0.952896930794425,1.15952870027008,0.955417904328957,0.001,0.001,0.011,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"511",1.01143105208334,0.710298666326088,0.416162966990575,0.600516521668501,0.899972136723975,0.888450606448153,0.724830074188597,0.988651795011879,0.880564209210044,0.98586438698615,0.908792703783202,1.14585282060774,1.13015618210107,0.932963508068728,0.591804389656988,1.12470711943234,0.952238803199201,1.10084945748153,0.972514991984452,0.001,0.001,0.006,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"512",1.03012454099226,0.773307746875335,0.412139240924583,0.581203011698568,0.905994229455259,0.894252276499363,0.726072592423601,0.998998362253698,0.889940996141982,0.989695287045222,0.919016305704603,1.19547837010456,1.12049614284175,0.964491858311186,0.518376650645512,1.12712930370689,0.984501471584989,1.14152929271089,0.980913363053828,0.001,0.001,0.022,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001
"513",0.888769395915656,0.653595480632119,0.376764436612619,0.564558914385998,0.809853228584865,0.787385166485284,0.668885340969274,0.869374818247475,0.782263564133825,0.863695615901263,0.810439578749981,0.953680650094141,0.907421703734081,0.831783312987366,0.47054082623474,0.89421503023573,0.845990312869383,0.92941492388044,0.831065207896891,0.001,0.001,0.008,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"514",0.919713417586179,0.636029712985146,0.402667203397364,0.509208301430437,0.847010497296802,0.773195716579342,0.622149090753663,0.910356595616881,0.78678031060022,0.906782409922155,0.809116393651947,0.95373796282995,0.929201097809337,0.812653228599618,0.49475225456387,0.920968707177636,0.823048195599349,0.930477822587674,0.831337817978606,0.001,0.001,0.019,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.001,0.001,0.001,0.001
"515",1.05779484232503,0.867855452364838,0.52395285577276,0.695102645867258,0.970282505794011,0.950571238824444,0.835064333679941,1.03745138695738,0.948986519425377,1.03001087480196,0.976539776884022,1.17071500264414,1.1817504454113,0.999170772336561,0.66355140561167,1.16438668038433,1.01228522429017,1.19521403883925,1.00772276790478,0.001,0.001,0.006,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001
"516",1.05965538089234,0.727543012734912,0.432819352728501,0.612043803577086,0.928410852342653,0.910460043888852,0.729789033558466,1.03506288625645,0.914992958220765,1.02614010623037,0.946209244989007,1.14351798515529,1.10549560072497,0.972651688599095,0.570896807394021,1.09118307428677,0.99220395289402,1.13188374202493,0.978755931373008,0.001,0.001,0.009,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"517",0.780598788620035,0.637637030267665,0.31597058681516,0.502514372115136,0.694722136503807,0.708652467173576,0.61826157872746,0.747117665934561,0.696503062303915,0.747810753385872,0.721741285002536,0.960548793146432,0.911108202287642,0.785922797184182,0.449881019703728,0.910406375199262,0.805137992188771,0.909106670189446,0.80908678786947,0.001,0.001,0.0890000000000001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"518",0.970997278422028,0.738624315220112,0.391426875423903,0.573480226524116,0.912554403106899,0.821546826588701,0.710779151465631,0.995921039041391,0.815650593967067,0.982653438616644,0.84648051274354,0.993858137040036,0.967879898500177,0.851497477521255,0.501422844180004,0.94840461308388,0.867210534000249,1.00024756246213,0.851801871473872,0.001,0.001,0.026,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.004,0.001,0.001,0.001,0.001
"519",0.908367670036281,0.692249142799214,0.343654347128143,0.540343463033367,0.838148628661087,0.781572167482465,0.678393983289217,0.915702908016887,0.771306886329942,0.90665472767347,0.80105109508199,1.04030291695387,0.973966843795057,0.860912819971982,0.470250327774745,0.970515715611691,0.880890750916455,0.999610522089901,0.867498883705817,0.001,0.001,0.0860000000000001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.001,0.001,0.001,0.001
"520",1.00392623841175,0.727334845938661,0.470818534984256,0.609866152749948,0.873827543600405,0.893831238771982,0.726959980620898,0.949667654773854,0.898819124824984,0.945729071418327,0.924897663600067,1.11459199292264,1.07060601280035,0.942698404321042,0.564165850257153,1.06892176546767,0.957503394854361,1.08003342357527,0.960486952790397,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"521",0.87578433149643,0.722260880238011,0.352328292280033,0.519035034832081,0.777012877360205,0.791515950471447,0.680505177100789,0.838880998786747,0.772133097965202,0.834656164613692,0.799313146482825,0.983027447901881,0.914884278245868,0.830190602619878,0.435381673213462,0.915891394372924,0.840602961940407,0.936550586754504,0.836044361611586,0.001,0.001,0.04,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.011,0.001,0.001,0.001,0.001
"522",1.0969697986652,0.92625990434443,0.500581593647177,0.667836804633627,1.03607115559739,0.977633079790093,0.85440063714431,1.09467107184368,0.957763029573458,1.08450675204872,0.984768017904175,1.13059563016781,1.09272260404322,0.983703168845632,0.592610409985964,1.08567761230734,0.991215402397329,1.13460713764127,0.977611176271364,0.001,0.001,0.004,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001
"523",0.958991564255715,0.719129794259162,0.371207360854263,0.563925714147824,0.896919403330041,0.820560059814779,0.700058247978512,0.977665176037273,0.820508511199249,0.963576295596866,0.844373662558101,0.976174896193229,0.943124102905137,0.838251335980387,0.491786813651076,0.928471246934595,0.853973739824363,0.973708423341126,0.83705072567208,0.001,0.001,0.022,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001
"524",0.864731989221996,0.651930049559611,0.373502837550533,0.520595911690986,0.755974953947365,0.78335439734517,0.652435467961547,0.835693112714724,0.763407258422448,0.829473042555662,0.787969248074434,0.921902614812079,0.910465170194114,0.767677054217154,0.461710355074135,0.896012968015174,0.782080124806521,0.933548214872252,0.770435311640161,0.001,0.001,0.01,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.001,0.001,0.001,0.001
"525",0.938790817733952,0.667786993365702,0.390987298107598,0.556681614312747,0.854491295882857,0.802350354215124,0.658994763431452,0.924240167305453,0.812768442054094,0.916580138583972,0.837950322475579,1.01363557459759,0.989000585719693,0.864341887209932,0.522046591361081,0.974708878693914,0.87905862458581,1.01626126268488,0.865973815135988,0.001,0.001,0.018,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001
"526",0.903067722313737,0.65620457205495,0.328378497033725,0.505271169027796,0.832146025948162,0.776969219837139,0.644271661653367,0.926195739537352,0.752262968948721,0.918180542967748,0.781036904464928,0.994484400305102,0.978107068690097,0.792504252452374,0.469208836507618,0.966268563777482,0.811427417233718,0.961681084588856,0.809531890597283,0.001,0.001,0.0840000000000001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.001,0.001,0.001,0.001
"527",0.955458667013756,0.778266080875625,0.443578831377413,0.612002512679559,0.88225127056951,0.853581189175478,0.757126394852048,0.951210055159487,0.841371584172179,0.946588014914232,0.867345217481835,0.967018276259421,0.989002577622779,0.850906730343143,0.584005993240946,0.967120817515476,0.856590742980105,0.981539255815454,0.865827908805346,0.001,0.001,0.004,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"528",1.01003405632322,0.74923971785623,0.418670236822372,0.600246600804475,0.902736503777773,0.870472028685973,0.728491604641452,0.998405110643702,0.865464916194011,0.989544667841563,0.895549000559943,1.10536760678567,1.06515404236641,0.939910945217491,0.545536228315921,1.05019045156904,0.958938118910503,1.08336437932915,0.949347985289436,0.001,0.001,0.03,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.006,0.001,0.001,0.001,0.001
"529",1.0226724383771,0.777953163106352,0.467866808228552,0.584918828197981,0.923787803981335,0.868800911374766,0.72668572065744,1.00886723229764,0.879489435469026,0.999671244354059,0.906447513638784,1.04203811797776,1.02635520945517,0.904980370298886,0.556300559613821,1.0140927391079,0.914519484849127,1.04147688867164,0.9172461312415,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001
"530",1.06593044722464,0.818785636039454,0.452067833498987,0.641380152163598,0.931253699248275,0.945851022256552,0.779368544052985,1.0275894617806,0.940247783255175,1.01921174073044,0.968795342468744,1.14102663618852,1.10613507862059,0.979656197081939,0.603422392096847,1.10107140258885,0.993804521018186,1.11493388300234,0.991864543938928,0.001,0.001,0.012,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
